shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
18800489,15.283424600000002,44.27039430000001,0
18800489,15.283653900000001,44.2700462,1
18800489,15.285144500000001,44.268280700000005,2
18800489,15.285328800000002,44.26806620000001,3
18800489,15.287397900000002,44.2656392,4
18800489,15.289315400000001,44.263530800000005,5
18800489,15.290769800000001,44.262097100000005,6
18800489,15.292130100000001,44.2608213,7
18800489,15.293635600000002,44.25926320000001,8
18800489,15.294172200000002,44.2587199,9
18800489,15.294853300000002,44.2579896,10
18800489,15.295011800000001,44.2578279,11
18800489,15.296814600000001,44.2559879,12
18800489,15.2994239,44.2532712,13
18800489,15.301377700000002,44.2512662,14
18800489,15.301782900000001,44.250838900000005,15
18800489,15.303904000000001,44.2485147,16
18800489,15.3043279,44.248021800000004,17
18800489,15.3048005,44.247519600000004,18
18800489,15.305659200000001,44.2468749,19
18800489,15.3057846,44.2467661,20
18800489,15.306037100000001,44.2465995,21
18800489,15.306801700000001,44.2460424,22
18800489,15.306888200000001,44.245962000000006,23
18800489,15.3076047,44.24529570000001,24
18800489,15.3088788,44.2441218,25
18800489,15.3089808,44.2440294,26
18800489,15.309748800000001,44.2434074,27
18800489,15.310266500000001,44.242999600000005,28
18800489,15.3103513,44.2429337,29
18800489,15.312425700000002,44.241320900000005,30
18800489,15.312699900000002,44.24111310000001,31
18800489,15.313209800000001,44.240684800000004,32
18800489,15.313338600000002,44.240576600000004,33
18800489,15.314687500000002,44.23943500000001,34
18800489,15.316354900000002,44.238043000000005,35
18800489,15.317298700000002,44.23718470000001,36
18800489,15.318381300000002,44.236096200000006,37
18800489,15.3184277,44.2360368,38
18800489,15.318450400000001,44.235964100000004,39
18800489,15.320547600000001,44.233760100000005,40
18800489,15.321264700000002,44.2330065,41
18800489,15.3215537,44.232836000000006,42
18800489,15.322218800000002,44.2325255,43
18800489,15.3242094,44.231596100000004,44
18800489,15.324989700000001,44.23127,45
18800489,15.3258734,44.2307264,46
18800489,15.3268242,44.230312100000006,47
18800489,15.327974000000001,44.229797700000006,48
18800489,15.329442900000002,44.229209600000004,49
18800489,15.330194500000001,44.2289065,50
18800489,15.331246600000002,44.228474600000006,51
18800489,15.3317267,44.228306700000005,52
18800489,15.3317849,44.2282706,53
18800489,15.331977400000001,44.228154200000006,54
18800489,15.332148300000002,44.2280596,55
18800489,15.332857,44.22774510000001,56
18800489,15.333924500000002,44.227249900000004,57
18800489,15.334966300000001,44.2267541,58
18800489,15.335307400000001,44.22659170000001,59
18800489,15.335647400000001,44.226399400000005,60
18800489,15.336801900000001,44.2258694,61
18800489,15.338280400000002,44.225246600000006,62
18800489,15.3397871,44.224510800000004,63
18800489,15.341269400000002,44.223792200000005,64
18800489,15.341467500000002,44.22369020000001,65
18800489,15.341797600000001,44.223512400000004,66
18800489,15.342228500000001,44.2232581,67
18800489,15.342336500000002,44.223201200000005,68
18800489,15.342388500000002,44.223178000000004,69
18800489,15.3427298,44.223021,70
18800489,15.344176200000001,44.222424800000006,71
18800489,15.344476600000002,44.222298300000006,72
18800489,15.345988700000001,44.2217332,73
18800489,15.346445700000002,44.2215337,74
18800489,15.346960000000001,44.2213361,75
18800489,15.3473871,44.2211616,76
18800489,15.347855200000001,44.220895000000006,77
18800489,15.3483563,44.2207146,78
18800489,15.3496146,44.2202367,79
18800583,15.283424600000002,44.27039430000001,0
18800583,15.283653900000001,44.2700462,1
18800583,15.285144500000001,44.268280700000005,2
18800583,15.285328800000002,44.26806620000001,3
18800583,15.287397900000002,44.2656392,4
18800583,15.289315400000001,44.263530800000005,5
18800583,15.290769800000001,44.262097100000005,6
18800583,15.292130100000001,44.2608213,7
18800583,15.293635600000002,44.25926320000001,8
18800583,15.294172200000002,44.2587199,9
18800583,15.294853300000002,44.2579896,10
18800583,15.295011800000001,44.2578279,11
18800583,15.296814600000001,44.2559879,12
18800583,15.2994239,44.2532712,13
18800583,15.301377700000002,44.2512662,14
18800583,15.301782900000001,44.250838900000005,15
18800583,15.303904000000001,44.2485147,16
18800583,15.3043279,44.248021800000004,17
18800583,15.3048005,44.247519600000004,18
18800583,15.305659200000001,44.2468749,19
18800583,15.3057846,44.2467661,20
18800583,15.3056619,44.246585700000004,21
18800583,15.305237900000002,44.245993000000006,22
18800583,15.304839900000001,44.246435000000005,23
18800583,15.304539100000001,44.246719000000006,24
18800583,15.3043188,44.24610860000001,25
18800583,15.3041329,44.2454466,26
18800583,15.303958200000002,44.244939,27
18800583,15.303706400000001,44.2442433,28
18800583,15.303502900000002,44.2436476,29
18800583,15.303317400000001,44.2431124,30
18800583,15.303192700000002,44.242749700000005,31
18800583,15.303147800000001,44.242614100000004,32
18800583,15.3029708,44.242104100000006,33
18800583,15.302798200000002,44.2415518,34
18800583,15.304695200000001,44.2406487,35
18800583,15.3054058,44.240309,36
18800583,15.307952400000001,44.23908050000001,37
18800583,15.308017600000001,44.2390497,38
18800658,15.349593800000001,44.2201248,0
18800658,15.347794300000002,44.2207596,1
18800658,15.347301800000002,44.220984800000004,2
18800658,15.3459195,44.221566200000005,3
18800658,15.343645900000002,44.222466000000004,4
18800658,15.3432156,44.222646700000006,5
18800658,15.342294,44.2230744,6
18800658,15.342216700000002,44.22311560000001,7
18800658,15.341546600000001,44.22349740000001,8
18800658,15.341222300000002,44.22368350000001,9
18800658,15.3397485,44.2244359,10
18800658,15.338250500000001,44.2251751,11
18800658,15.336777000000001,44.225796800000005,12
18800658,15.335616500000002,44.22633080000001,13
18800658,15.335251300000001,44.226485700000005,14
18800658,15.335158900000001,44.226529400000004,15
18800658,15.334297600000001,44.226936900000005,16
18800658,15.333718400000002,44.2272109,17
18800658,15.333317700000002,44.22739240000001,18
18800658,15.3325302,44.227755900000005,19
18800658,15.332090700000002,44.2279477,20
18800658,15.3319474,44.2279873,21
18800658,15.331760400000002,44.228009500000006,22
18800658,15.331718700000001,44.227990500000004,23
18800658,15.3316735,44.227984400000004,24
18800658,15.331605000000001,44.228001600000006,25
18800658,15.331550300000002,44.228047700000005,26
18800658,15.331520000000001,44.2281138,27
18800658,15.3314505,44.2281783,28
18800658,15.3313675,44.228272100000005,29
18800658,15.331266800000002,44.2283392,30
18800658,15.330141500000002,44.228771900000005,31
18800658,15.329946600000001,44.2288518,32
18800658,15.3288179,44.2292976,33
18800658,15.327938900000001,44.2296624,34
18800658,15.326808300000001,44.230160500000004,35
18800658,15.3264057,44.230342300000004,36
18800658,15.325697700000001,44.2306503,37
18800658,15.324973100000001,44.23107770000001,38
18800658,15.324180400000001,44.2314434,39
18800658,15.322920700000001,44.232010300000006,40
18800658,15.322154000000001,44.232380000000006,41
18800658,15.321481000000002,44.232704500000004,42
18800658,15.321255100000002,44.2328435,43
18800658,15.3208207,44.2332849,44
18800658,15.320698400000001,44.2334107,45
18800658,15.318389300000002,44.23578440000001,46
18800658,15.3183152,44.23574240000001,47
18800658,15.318220700000001,44.2357359,48
18800658,15.318073000000002,44.23580870000001,49
18800658,15.318048700000002,44.235908300000006,50
18800658,15.317924500000002,44.23620510000001,51
18800658,15.3169616,44.2371452,52
18800658,15.315654000000002,44.2382733,53
18800658,15.3145561,44.2392204,54
18800658,15.312273000000001,44.241092200000004,55
18800658,15.311073400000001,44.242103500000006,56
18800658,15.310192700000002,44.242753500000006,57
18800658,15.3101064,44.2428189,58
18800658,15.309590700000001,44.243259900000005,59
18800658,15.308732800000001,44.2439322,60
18800658,15.308193600000001,44.24440190000001,61
18800658,15.307832500000002,44.244716600000004,62
18800658,15.307725900000001,44.2448254,63
18800658,15.307352000000002,44.24520690000001,64
18800658,15.307049300000001,44.24551580000001,65
18800658,15.306892300000001,44.245643900000005,66
18800658,15.306216500000001,44.24619560000001,67
18800658,15.3056619,44.246585700000004,68
18800658,15.3056011,44.2466274,69
18800658,15.304695500000001,44.247327000000006,70
18800658,15.304061700000002,44.2479847,71
18800658,15.303456400000002,44.248612800000004,72
18800658,15.302714800000002,44.24946920000001,73
18800658,15.301632500000002,44.250670400000004,74
18800658,15.300921,44.2513876,75
18800658,15.2995312,44.252830200000005,76
18800658,15.2981925,44.254231000000004,77
18800658,15.296674500000002,44.255833200000005,78
18800658,15.296616100000001,44.2558871,79
18800658,15.294755600000002,44.25778210000001,80
18800658,15.294192200000001,44.258382100000006,81
18800658,15.294154,44.258422700000004,82
18800658,15.294036100000001,44.2585483,83
18800658,15.2938851,44.258709100000004,84
18800658,15.293590900000002,44.259022400000006,85
18800658,15.293285400000002,44.259326400000006,86
18800658,15.292482900000001,44.260124700000006,87
18800658,15.291532300000002,44.2610669,88
18800658,15.291226900000002,44.2613696,89
18800658,15.290624200000002,44.2619437,90
18800658,15.289153500000001,44.263390300000005,91
18800658,15.288600100000002,44.2639428,92
18800658,15.2880011,44.2646348,93
18800658,15.2872926,44.2654811,94
18800658,15.2865885,44.266292500000006,95
18800658,15.286009100000001,44.2669683,96
18800658,15.284865300000002,44.26828690000001,97
18800658,15.284412200000002,44.268816300000005,98
18800658,15.283707300000001,44.2696581,99
18800658,15.2836095,44.2697457,100
18800658,15.283498000000002,44.2698151,101
18800658,15.2833473,44.269865,102
18800658,15.283178800000002,44.2699082,103
18800748,15.307979800000002,44.238949700000006,0
18800748,15.307913200000002,44.2389816,1
18800748,15.307732900000001,44.239065700000005,2
18800748,15.306945700000002,44.239428000000004,3
18800748,15.306396600000001,44.2396807,4
18800748,15.305328300000001,44.24019560000001,5
18800748,15.3042779,44.2407182,6
18800748,15.303201500000002,44.24122920000001,7
18800748,15.3026969,44.2414482,8
18800748,15.302737700000002,44.241580400000004,9
18800748,15.302908600000002,44.24213340000001,10
18800748,15.303133,44.242778300000005,11
18800748,15.303432800000001,44.243681200000005,12
18800748,15.3038985,44.244987200000004,13
18800748,15.304077600000001,44.2455427,14
18800748,15.304470300000002,44.246785,15
18800748,15.3045354,44.246811300000005,16
18800748,15.3052334,44.2460753,17
18800748,15.3056011,44.2466274,18
18800748,15.304695500000001,44.247327000000006,19
18800748,15.304061700000002,44.2479847,20
18800748,15.303456400000002,44.248612800000004,21
18800748,15.302714800000002,44.24946920000001,22
18800748,15.301632500000002,44.250670400000004,23
18800748,15.300921,44.2513876,24
18800748,15.2995312,44.252830200000005,25
18800748,15.2981925,44.254231000000004,26
18800748,15.296674500000002,44.255833200000005,27
18800748,15.296616100000001,44.2558871,28
18800748,15.294755600000002,44.25778210000001,29
18800748,15.294192200000001,44.258382100000006,30
18800748,15.294154,44.258422700000004,31
18800748,15.294036100000001,44.2585483,32
18800748,15.2938851,44.258709100000004,33
18800748,15.293590900000002,44.259022400000006,34
18800748,15.293285400000002,44.259326400000006,35
18800748,15.292482900000001,44.260124700000006,36
18800748,15.291532300000002,44.2610669,37
18800748,15.291226900000002,44.2613696,38
18800748,15.290624200000002,44.2619437,39
18800748,15.289153500000001,44.263390300000005,40
18800748,15.288600100000002,44.2639428,41
18800748,15.2880011,44.2646348,42
18800748,15.2872926,44.2654811,43
18800748,15.2865885,44.266292500000006,44
18800748,15.286009100000001,44.2669683,45
18800748,15.284865300000002,44.26828690000001,46
18800748,15.284412200000002,44.268816300000005,47
18800748,15.283707300000001,44.2696581,48
18800748,15.2836095,44.2697457,49
18800748,15.283498000000002,44.2698151,50
18800748,15.2833473,44.269865,51
18800748,15.283178800000002,44.2699082,52
18800916,15.307909800000001,44.2352812,0
18800916,15.3087756,44.235041700000004,1
18800916,15.3086999,44.2346956,2
18800916,15.308728600000002,44.2346416,3
18800916,15.309258000000002,44.23444920000001,4
18800916,15.3097986,44.2342518,5
18800916,15.309544200000001,44.23351,6
18800916,15.310116500000001,44.2333238,7
18800916,15.310154,44.233309500000004,8
18800916,15.310239300000001,44.23327930000001,9
18800916,15.310963200000002,44.23297900000001,10
18800916,15.311714700000001,44.232707700000006,11
18800916,15.312107700000002,44.232543500000006,12
18800916,15.312789700000002,44.232312300000004,13
18800916,15.313109500000001,44.2321894,14
18800916,15.314193500000002,44.231790700000005,15
18800916,15.314900800000002,44.2315352,16
18800916,15.315441000000002,44.2313606,17
18800916,15.316298000000002,44.231039,18
18800916,15.3164063,44.230996700000006,19
18800916,15.317423500000002,44.2305721,20
18800916,15.317514700000002,44.230524300000006,21
18800916,15.317592200000002,44.2304837,22
18800916,15.317614700000002,44.230444000000006,23
18800916,15.317630900000001,44.230397800000006,24
18800916,15.317636100000001,44.2303149,25
18800916,15.317623900000001,44.2302236,26
18800916,15.3175883,44.2301031,27
18800916,15.316339500000002,44.2270721,28
18800916,15.316227300000001,44.22676680000001,29
18800916,15.31619,44.22644270000001,30
18800916,15.316240800000001,44.2258599,31
